download_order,status,paper_id,keyword,year,title,authors,venue,doi,download_url,suggested_filename,existing_pdf_path,source_hint,notes
320,missing,6ea89aad84f6,Design Procedures,2019,Development of Sustainable Integrated Design Framework for Stream Restoration,Kidoo Park; Kil-Seong Lee,Sustainability,,https://www.semanticscholar.org/paper/2d6d2d98a2743302a62da00967844cdc92ff28c4,Development_of_Sustainable_Integrated_Design_Framework_for_Stream_Restoration.pdf,,DOI / publisher page / Google Scholar,
321,missing,4567075d70b4,Design rationale,1996,Making Argumentation Serve Design,G. Fischer; A. C. Lemke; Ray McCall; A. Mørch,Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/3030e27be928a7240a7e390ad8a09ba979d0cac9,Making_Argumentation_Serve_Design.pdf,,DOI / publisher page / Google Scholar,
322,missing,ab97fa9e6ec7,Design rationale,2011,"""Argumentative Design Rationale and the Object-Oriented Development Process: better analysis, better design""",L. Bronner; Jerry-Daryl Fletcher,2006 Fall ASEE Middle Atlantic Section Conference Proceedings,,https://www.semanticscholar.org/paper/40f61a83349d805ce7200a1424e4aa6df3e58313,Argumentative_Design_Rationale_and_the_Object_Oriented_Development_Process_better_analysis.pdf,,DOI / publisher page / Google Scholar,
323,missing,5c096c480387,Design Rules,2013,User interfaces of information retrieval systems and user friendliness,P. Vilar; M. Žumer,Knjižnica,,https://www.semanticscholar.org/paper/9aa514c3ca92faefeccdf83e91e0ddef127ac487,User_interfaces_of_information_retrieval_systems_and_user_friendliness.pdf,,DOI / publisher page / Google Scholar,
324,missing,43856ed76df1,Design Rules,2019,Hybrid Prototyping: Pure Theory or a Practical Solution to Accelerating Prototyping Tasks?,David Mathias; C. Snider; B. Hicks,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/9f9e2a02a0991265112e3a3b729389070bdb496f,Hybrid_Prototyping_Pure_Theory_or_a_Practical_Solution_to_Accelerating_Prototyping_Tasks.pdf,,DOI / publisher page / Google Scholar,
325,missing,f941f0424e1a,Design Rules,2020,"Design Rules, Volume 2: Chapter 6—The Value Structure of Technologies, Part 1: Mapping Functional Components",Carliss Y. Baldwin,Social Science Research Network,,https://www.semanticscholar.org/paper/abcbcc31184f047ab91479bf2dc56bd1a2def833,Design_Rules_Volume_2_Chapter_6_The_Value_Structure_of_Technologies_Part_1_Mapping_Functio.pdf,,DOI / publisher page / Google Scholar,
326,missing,cf2ee8097a06,Design Rules,2020,"Design Rules, Volume 2: Chapter 4—The Mirroring Hypothesis: Linkages Inside and Across Transaction Free Zones",Carliss Y. Baldwin,Social Science Research Network,,https://www.semanticscholar.org/paper/b2acd9c3d6ff7edde932d69118071e11ebd21892,Design_Rules_Volume_2_Chapter_4_The_Mirroring_Hypothesis_Linkages_Inside_and_Across_Transa.pdf,,DOI / publisher page / Google Scholar,
327,missing,1d033f71eb02,Design Rules,2026,"Soft, Flexible, and Stretchable Platforms for Tissue‐Interfaced Bioelectronics",Kento Yamagishi; Sunghoon Lee; Tomoyuki Yokota; Takao Someya,Advancement of science,,https://www.semanticscholar.org/paper/c3374b7851bf707048b3359556ab8226b87eea9d,Soft_Flexible_and_Stretchable_Platforms_for_Tissue_Interfaced_Bioelectronics.pdf,,DOI / publisher page / Google Scholar,
328,missing,892ad7622adf,Design Rules,2018,"Modularity Design Rules for Architecture Development: Theory, Implementation, and Evidence from the Development of the Renault–Nissan Alliance “Common Module Family” Architecture",R. Sanchez; T. Shibata,"Journal of Open Innovation: Technology, Market and Complexity",,https://www.semanticscholar.org/paper/f0c8dde0db23ccabc0cd5d3499399bdb253bdf5c,Modularity_Design_Rules_for_Architecture_Development_Theory_Implementation_and_Evidence_fr.pdf,,DOI / publisher page / Google Scholar,
329,missing,6f114a6d29d1,Design Rules,2019,Toward a Conceptualization of Organizational Modularity,Ayberk Soyer; U. Asan; Özgür Eriş,"Advances in Logistics, Operations, and Management Science",,https://www.semanticscholar.org/paper/fcc6161b8680d7a12b3a2153bdee6188488ffd1b,Toward_a_Conceptualization_of_Organizational_Modularity.pdf,,DOI / publisher page / Google Scholar,
330,missing,2faef10b819d,Design theory,2017,A design theory for software engineering,Jon G. Hall; L. Rapanotti,Information and Software Technology,,https://www.semanticscholar.org/paper/01d6dabb554091dd3a9d65f13a80ead9b166bd79,A_design_theory_for_software_engineering.pdf,,DOI / publisher page / Google Scholar,
331,missing,232abf4e9e91,Design theory,2022,The Conceptual Design of Mechanical Products,Ambrose Edward Irudayaraj; V. Anbumalar,Periodico,,https://www.semanticscholar.org/paper/0397508218bbb477dc15863a74245d3c12b1eb0e,The_Conceptual_Design_of_Mechanical_Products.pdf,,DOI / publisher page / Google Scholar,
332,missing,64230bcb1202,Design theory,2023,Chimera heuristics: Generative rational heuristics for the unknown from design theory,Agathe Gilain; Pascal le Le Masson; B. Weil,European Management Review,,https://www.semanticscholar.org/paper/046e1e9a9fc6dc38b07293cd91dbc526b1db8743,Chimera_heuristics_Generative_rational_heuristics_for_the_unknown_from_design_theory.pdf,,DOI / publisher page / Google Scholar,
333,missing,beaf258777e6,Design theory,2025,What is the value of design theory?,Yoram Reich; Emilia Lavi; Kuti Shoham,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/0d7e7fd02d0d2f8d7ef7f2409b371e3896b739b8,What_is_the_value_of_design_theory.pdf,,DOI / publisher page / Google Scholar,
334,missing,02f3ae017acb,Design theory,2022,Design Theory and Method of Complex Products: A Review,Chan Qiu; Jianrong Tan; Zhen-yu Liu; Haoyang Mao; Weifei Hu,Chinese Journal of Mechanical Engineering,,https://www.semanticscholar.org/paper/11b673bc049bd6075777c1697de805d195198e5b,Design_Theory_and_Method_of_Complex_Products_A_Review.pdf,,DOI / publisher page / Google Scholar,
335,missing,7fb79f6d2f73,Design theory,2023,"PEDAGOGICAL DESIGN: CONCEPT, PRINCIPLES, MODELS",G.М. Ussainova; V. I. Kazarenkov,"МАТЕМАТИКАНЫ, ФИЗИКАНЫ ЖӘНЕ ИНФОРМАТИКАНЫ ОҚЫТУДЫҢ ӨЗЕКТІ МӘСЕЛЕЛЕРІ",,https://www.semanticscholar.org/paper/1a8fe4b63d8b32fd0df817839f391b3a8d909fb4,PEDAGOGICAL_DESIGN_CONCEPT_PRINCIPLES_MODELS.pdf,,DOI / publisher page / Google Scholar,
336,missing,c1db52f69aae,Design theory,2020,Editorial: A Critical Look at Theories in Design Science Research,J. Iivari,Journal of the AIS,,https://www.semanticscholar.org/paper/2ded85743bbacd8b2e71f387fbcaaf83d269d8eb,Editorial_A_Critical_Look_at_Theories_in_Design_Science_Research.pdf,,DOI / publisher page / Google Scholar,
337,missing,79d31b954d2a,Design theory,2021,THE LOGICS OF DOUBLE PROOF IN PROOF OF CONCEPT: A DESIGN THEORY-BASED MODEL OF EXPERIMENTATION IN THE UNKNOWN,Caroline Jobin; S. Hooge; P. le Masson,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/2f013a55be5284205856b2e343329e282bcbdb09,THE_LOGICS_OF_DOUBLE_PROOF_IN_PROOF_OF_CONCEPT_A_DESIGN_THEORY_BASED_MODEL_OF_EXPERIMENTAT.pdf,,DOI / publisher page / Google Scholar,
338,missing,d2fba2826d90,Design theory,2023,Design Principles for Platform-Enabled Knowledge Commons with an Expository Instantiation,M. Ramakrishnan; Shirley Gregor; Anup Shrestha; J. Soar,Journal of the AIS,,https://www.semanticscholar.org/paper/3e67cd0d0c79603b5118e7a44b1153b4cd7553ad,Design_Principles_for_Platform_Enabled_Knowledge_Commons_with_an_Expository_Instantiation.pdf,,DOI / publisher page / Google Scholar,
339,missing,68bf6cd63875,Design theory,2020,Design epistemology as innovation in public health research,A. Estany,,,https://www.semanticscholar.org/paper/49d0d80cace9913bdeabbd7376508b67572245a8,Design_epistemology_as_innovation_in_public_health_research.pdf,,DOI / publisher page / Google Scholar,
340,missing,fd05a25a5e94,Design theory,2017,Four Criteria for Design Theories,P. Hodges; Stan Ruecker; C. Scaletsky; Jaime Rivera; R. Faller; A. Geppert,,,https://www.semanticscholar.org/paper/4c0eb75439b4fdadc1743f7ff41d8e9adb2c7eb8,Four_Criteria_for_Design_Theories.pdf,,DOI / publisher page / Google Scholar,
341,missing,50c94f5857d8,Design theory,2019,Eight Components of a Design Theory of Sonification,M. Nees,Proceedings of the 25th International Conference on Auditory Display (ICAD 2019),,https://www.semanticscholar.org/paper/5e41b7e4f9a1804f3369a8815558f7989daff1df,Eight_Components_of_a_Design_Theory_of_Sonification.pdf,,DOI / publisher page / Google Scholar,
342,missing,85c3a6761bcc,Design theory,2019,Designing Process Guidance Systems,Stefan Morana; Julia Krönung; A. Maedche; Silvia Schacht,Journal of the AIS,,https://www.semanticscholar.org/paper/5e51d43088f2281205feb89ba8a66707f5498104,Designing_Process_Guidance_Systems.pdf,,DOI / publisher page / Google Scholar,
343,missing,d19f5f66d2ba,Design theory,2010,A Survey of Definition and its Role in Strengthening Design Theory,Robert Andruchow,Proceedings of DRS,,https://www.semanticscholar.org/paper/66340bc794b9f491a7459ed19271054c66ec0735,A_Survey_of_Definition_and_its_Role_in_Strengthening_Design_Theory.pdf,,DOI / publisher page / Google Scholar,
344,missing,20f56bbbd10c,Design theory,2020,2. Interstitial Design Processes: How Design Thinking and Social Design Processes Bridge Theory and Practice in TPC Pedagogy,L. Lane,"Effective Teaching of Technical Communication: Theory, Practice, and Application",,https://www.semanticscholar.org/paper/6df8482c73b59f082fea220e6f8aebb62906723a,2_Interstitial_Design_Processes_How_Design_Thinking_and_Social_Design_Processes_Bridge_The.pdf,,DOI / publisher page / Google Scholar,
345,missing,ad8d60b9d2e6,Design theory,2025,WAR GAMES CLASSIFICATION SYSTEMS,D.S. Beshevliev,БЛИЗКИЯТ КОСМОС – ОБЩА ЦЕЛ,,https://www.semanticscholar.org/paper/743559a4001fce97fd25fa318029682742e28f45,WAR_GAMES_CLASSIFICATION_SYSTEMS.pdf,,DOI / publisher page / Google Scholar,
346,missing,c2c57ac5453e,Design theory,2002,"Theory construction in design research. Criteria, approaches, and methods.",K. Friedman,Proceedings of DRS,,https://www.semanticscholar.org/paper/77be0017d3222a9d67af14b59218c4c05d5fd16a,Theory_construction_in_design_research_Criteria_approaches_and_methods.pdf,,DOI / publisher page / Google Scholar,
347,missing,5b3b013c191d,Design theory,2023,Towards a unified terminology for sonification and visualization,K. Enge; A. Rind; Michael Iber; Robert Höldrich; W. Aigner,Personal and Ubiquitous Computing,,https://www.semanticscholar.org/paper/79f758f21333f7a0a552329d1b8ad8cf8bfd0154,Towards_a_unified_terminology_for_sonification_and_visualization.pdf,,DOI / publisher page / Google Scholar,
348,missing,6ecb18a5b139,Design theory,2020,TO THE PROBLEM OF FORMING THE CATEGORIAL AND CONCEPTUAL APPARATUS OF THE COURSE “HISTORY AND METHODOLOGY OF DESIGN DESIGN”,N. Aganina; D. D.Filonenko,,,https://www.semanticscholar.org/paper/7d824a6668b58b3a5799c88bdd089a659751a214,TO_THE_PROBLEM_OF_FORMING_THE_CATEGORIAL_AND_CONCEPTUAL_APPARATUS_OF_THE_COURSE_HISTORY_AN.pdf,,DOI / publisher page / Google Scholar,
349,missing,3f7b5dc9fc40,Design theory,2023,Concerning the Epistemology of Design: The Role of the Eco-Cognitive Model of Abduction in Pragmatism,Alger Sans Pinillos; A. Estany,Philosophies,,https://www.semanticscholar.org/paper/7e135cc8cc3f2977f008136b33bf88e38576edcc,Concerning_the_Epistemology_of_Design_The_Role_of_the_Eco_Cognitive_Model_of_Abduction_in_.pdf,,DOI / publisher page / Google Scholar,
350,missing,6194ef223969,Design theory,2015,A typology of Urban Design theories and its application to the shared body of knowledge,Hooman Foroughmand Araabi,Urban Design International,,https://www.semanticscholar.org/paper/89914fef1674939de30d51f67c4e54d2aee8e0dd,A_typology_of_Urban_Design_theories_and_its_application_to_the_shared_body_of_knowledge.pdf,,DOI / publisher page / Google Scholar,
351,missing,83d1ebe7d6c0,Design theory,2002,Design Theory in Information Systems,S. Gregor,Australasian Journal of Information Systems,,https://www.semanticscholar.org/paper/aa849c3dea50cd7496aac43c8aea0c53fc070505,Design_Theory_in_Information_Systems.pdf,,DOI / publisher page / Google Scholar,
352,missing,41443180c5b4,Design theory,2020,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",J. Vink; Kaisa Koskela-Huotari; B. Tronvoll; B. Edvardsson; Katarina Wetter-Edman,Journal of services research,,https://www.semanticscholar.org/paper/ac1bd39fb2c3e185247823c8a846c9829bb5ce27,Service_Ecosystem_Design_Propositions_Process_Model_and_Future_Research_Agenda.pdf,,DOI / publisher page / Google Scholar,
353,missing,03fd54829f02,Design theory,2020,Digisprudence: the design of legitimate code,Laurence Diver,"Law, Innovation and Technology",,https://www.semanticscholar.org/paper/b7a97635870c5a15c94ff83c2036a3f4466ac1b3,Digisprudence_the_design_of_legitimate_code.pdf,,DOI / publisher page / Google Scholar,
354,missing,2c8a6e74557f,Design theory,2019,"The tacit knowledge of entrepreneurial design: Interrelating theory, practice and prescription in entrepreneurship research",P. Selden; D. Fletcher,Journal of Business Venturing Insights,,https://www.semanticscholar.org/paper/befeef12bbd0366a0c81034c7f964b82b76b220f,The_tacit_knowledge_of_entrepreneurial_design_Interrelating_theory_practice_and_prescripti.pdf,,DOI / publisher page / Google Scholar,
355,missing,141f85abba0a,Design theory,2025,How to Define Design in Industrial Control and Automation Software,Aydin Homay,arXiv.org,,https://www.semanticscholar.org/paper/cbb4104ae7d335b7082069b705d473ed76b53b60,How_to_Define_Design_in_Industrial_Control_and_Automation_Software.pdf,,DOI / publisher page / Google Scholar,
356,missing,00781ed0e844,Design theory,2019,Cognitive Point of View in Recursive Design,Evan Barba,"She Ji: The Journal of Design, Economics and Innovation",,https://www.semanticscholar.org/paper/cd9c2c3812ad8a7feccea4741cea6b98dd33a007,Cognitive_Point_of_View_in_Recursive_Design.pdf,,DOI / publisher page / Google Scholar,
357,missing,66d4b9b36f31,Design theory,2023,"SHEAFIFICATION AS A DESIGN TECHNIQUE FOR CREATIVE PRESERVATION – PRINCIPLES, ILLUSTRATIONS, AND FIRST APPLICATIONS",P. le Masson; A. Hatchuel; B. Weil,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/d28da3cd68003e5f171ae5f7535602430cfc0ad5,SHEAFIFICATION_AS_A_DESIGN_TECHNIQUE_FOR_CREATIVE_PRESERVATION_PRINCIPLES_ILLUSTRATIONS_AN.pdf,,DOI / publisher page / Google Scholar,
358,missing,d250dc6eb9d9,Design theory,2019,Systems Thinking and Design Thinking: The Search for Principles in the World We Are Making,Richard Buchanan,"She Ji: The Journal of Design, Economics and Innovation",,https://www.semanticscholar.org/paper/d64394099025a58afe7de86086203be82f736091,Systems_Thinking_and_Design_Thinking_The_Search_for_Principles_in_the_World_We_Are_Making.pdf,,DOI / publisher page / Google Scholar,
359,missing,af66a447ca7c,Design theory,2026,Digital Panopticon: How Remote Work Monitoring Shapes Employee Behavior and Motivation,Aleksandar Nikodinovski; Darjan Karabašević; Vuk Mirčetić,Businesses,,https://www.semanticscholar.org/paper/dcae6e93cb73b5532913f20f88311ba7d2aabcc4,Digital_Panopticon_How_Remote_Work_Monitoring_Shapes_Employee_Behavior_and_Motivation.pdf,,DOI / publisher page / Google Scholar,
360,missing,288676f720a1,Design theory,2015,A design theory for digital platforms supporting online communities: a multiple case study,P. Spagnoletti; A. Resca; Gwanhoo Lee,Journal of Information and Technology,,https://www.semanticscholar.org/paper/e0e64fb553b44ffc85c79f32f7fa53c7f7583af4,A_design_theory_for_digital_platforms_supporting_online_communities_a_multiple_case_study.pdf,,DOI / publisher page / Google Scholar,
361,missing,056ae4e01610,Design theory,2023,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Enrique Perez,Digra,,https://www.semanticscholar.org/paper/e2519811712840d36f7232cb309002293ed1ff8d,Beyond_the_old_game_design_a_new_design_paradigm_in_Game_Studies_through_C_K_Theory.pdf,,DOI / publisher page / Google Scholar,
362,missing,363ca9685308,Design theory,2019,Cognitive Architecture and Instructional Design: 20 Years Later,J. Sweller; J. V. van Merriënboer; F. Paas,Educational Psychology Review,,https://www.semanticscholar.org/paper/e28d73214751d51c3f46a867920be41c49c45130,Cognitive_Architecture_and_Instructional_Design_20_Years_Later.pdf,,DOI / publisher page / Google Scholar,
363,missing,5b52ec143fa6,Design theory,2021,The ECC Methodology for Architecture Design Theory and Practices Research,Fathi Bashier,IOP Conference Series: Materials Science and Engineering,,https://www.semanticscholar.org/paper/e2e838097c3370c8b6bf8c86a344609304d86bac,The_ECC_Methodology_for_Architecture_Design_Theory_and_Practices_Research.pdf,,DOI / publisher page / Google Scholar,
364,missing,67d72b35ce6b,Design theory,2022,A nascent design theory for explainable intelligent systems,L. Herm; Th. Steinbach; Jonas Wanner; Christian Janiesch,Electronic Markets,,https://www.semanticscholar.org/paper/edb6c93255bbaa879f6d4af173a947a2026ed4c6,A_nascent_design_theory_for_explainable_intelligent_systems.pdf,,DOI / publisher page / Google Scholar,
365,missing,0e02199ea150,Design theory,2021,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Bai Yu,International Journal of Frontiers in Sociology,,https://www.semanticscholar.org/paper/f10d15a36e1a2d6f31eb975c6a8223f94685740f,The_Inspiration_of_Design_Affairology_to_Hcd_in_Post_Humanism_Era.pdf,,DOI / publisher page / Google Scholar,
366,missing,91ac41f73380,Design theory,2021,Knowing the Unknowable: Understanding and Measuring Design Impact Across Disciplines and Scale,Ashreya M. Venkatesh; Arianne X. Collopy; G. Loo; K. Sng; Daniel D. Jensen; Kris Wood,,,https://www.semanticscholar.org/paper/f8112d8b9e2da1801b40f5ecf119a41f9b7d6a78,Knowing_the_Unknowable_Understanding_and_Measuring_Design_Impact_Across_Disciplines_and_Sc.pdf,,DOI / publisher page / Google Scholar,
367,missing,e47202a23273,Design theory,2023,Toward a design theory of strategic enterprise management business intelligence (SEMBI) capability maturity model,X. Luo; Fang-Kai Chang,Journal of Electronic Business &amp; Digital Economics,,https://www.semanticscholar.org/paper/fd5b0d221b29d73fcc3b280b0b40943ee25dd98b,Toward_a_design_theory_of_strategic_enterprise_management_business_intelligence_SEMBI_capa.pdf,,DOI / publisher page / Google Scholar,
368,missing,1e8f1494fc78,Design theory,2017,Collaboration Engineering Methodology: Horizontal Extension to Accommodate Project and Program Concerns,Nils L. Randrup; R. Briggs,Hawaii International Conference on System Sciences,,https://www.semanticscholar.org/paper/fe77a2730aafcb45ea2ce433da64b4122ef0b7ed,Collaboration_Engineering_Methodology_Horizontal_Extension_to_Accommodate_Project_and_Prog.pdf,,DOI / publisher page / Google Scholar,
